MAKE,year,Mileage,engine cc,selling_price
TATA,2008,15.3,1396,65000
TATA,2018,23.84,1199,480000
TATA,2016,27.28,1047,400000
TATA,2009,13.93,2179,500000
MAHINDRA,2012,11.68,2498,320000
MAHINDRA,2014,15.1,2179,750000
MAHINDRA,2017,16.5,1493,620000
MARUTI,2011,19.3,1248,300000
HYUNDAI,2018,15.8,1591,1405000
MARUTI,2017,24.7,796,282000
MARUTI,2017,21.21,1197,700000
FORD,2017,25.83,1498,700000
FORD,2015,22.77,1498,600000
SKODA,2012,20.5,1598,290000
CHEVROLET,2011,18.1,1991,430000
HYUNDAI,2017,18.6,1197,575000
HYUNDAI,2017,15.29,1591,875000
MARUTI,2010,18.9,998,180000
MARUTI,2012,23.2,1248,229999
TOYOTA,2019,19.56,1197,800000
CHEVROLET,2009,16.5,995,60000
MARUTI,2009,15,1586,150000
TATA,2007,23.57,1396,100000
HYUNDAI,2015,15.29,1591,900000
HYUNDAI,2018,22.54,1396,850000
CHEVROLET,2014,25.44,936,220000
MARUTI,2014,22.74,796,250000
TATA,2012,22.3,1248,125000
HYUNDAI,2018,15.8,1591,1200000
TATA,2013,23.57,1396,250000
HYUNDAI,2014,22.54,1396,440000
TATA,2017,23.84,1199,400000
MARUTI,2002,16.1,796,50000
HYUNDAI,2018,17,1591,1000000
HONDA,2014,25.1,1498,600000
HYUNDAI,2010,17,1197,250000
MAHINDRA,2009,13.6,2523,310000
MARUTI,2005,18.9,998,120000
MAHINDRA,2014,11.68,2498,390000
HYUNDAI,2019,20.3,1086,458000
FORD,2018,23,1498,950000
MARUTI,2017,22,1197,650000
MARUTI,2013,22.9,1248,400000
HYUNDAI,2015,18.9,1197,400000
MARUTI,2006,19.7,796,100000
HYUNDAI,2012,20.36,1197,350000
TATA,2013,13.7,2197,450000
MAHINDRA,2006,12.7,2609,350000
VOLKSWAGEN,2010,22.07,1199,250000
MAHINDRA,2013,15.96,2523,450000
MARUTI,2013,16.1,796,157000
MAHINDRA,2018,15.1,2179,1500000
MAHINDRA,2018,15.1,2179,1500000
TATA,2007,15.3,1193,75000
CHEVROLET,2010,14.8,2499,280000
HYUNDAI,2015,18.6,1197,600000
TATA,2012,15.3,2956,250999
TOYOTA,2010,12.5,1794,350000
RENAULT,2016,23.01,999,300000
RENAULT,2017,19.87,1461,819999
TATA,2010,19.61,1405,409999
HYUNDAI,2008,13.9,1599,275000
MARUTI,2013,20.77,1248,497000
HYUNDAI,2015,18.6,1197,500000
MAHINDRA,2006,14,2523,170000
FORD,2016,22.7,1498,515000
FORD,2018,22.77,1498,925000
MAHINDRA,2019,17.3,1497,1460000
ISUZU,2019,13.8,2999,2700000
TATA,2017,21.5,1497,830000
FORD,2019,23,1498,975000
FORD,2018,20.4,1194,620000
NISSAN,2019,14.23,1498,860000
DATSUN,2018,20.63,1198,430000
HONDA,2019,18,1497,1227000
HONDA,2017,17.8,1497,860000
FORD,2018,23,1498,950000
FORD,2012,20,1399,225000
CHEVROLET,2011,11.5,1991,500000
FORD,2017,25.83,1498,500000
MG,2019,13.96,1451,1700000
MARUTI,2014,20.77,1248,545000
MARUTI,2011,22.9,1248,400000
MARUTI,2018,28.4,1248,650000
HYUNDAI,2008,13.9,1599,114999
MARUTI,2015,27.39,1248,562000
TATA,2002,14.07,2956,96000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
MITSUBISHI,1999,14.8,1998,155000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
FORD,2015,25.01,1498,590000
HYUNDAI,2016,24.4,1120,350000
MARUTI,2017,20.89,1197,484999
TATA,2015,19.1,1405,240000
TOYOTA,2008,12.8,2494,500000
MARUTI,2017,24.7,796,300000
MARUTI,2016,28.09,1248,750000
MARUTI,2016,20.85,1197,574000
TATA,2013,22.3,1248,200000
HYUNDAI,2016,19.67,1582,1100000
HYUNDAI,2012,17.92,1086,350000
MARUTI,1998,16.1,796,70000
FORD,2005,13.8,1299,120000
TOYOTA,2012,12.99,2494,700000
MARUTI,2019,21.4,1197,500000
TATA,2016,19.09,1405,370000
TATA,2019,20.3,1199,600000
MARUTI,2006,17.3,993,100000
MARUTI,2013,22.9,1248,409999
HONDA,2016,18,1497,750000
HYUNDAI,2017,18.9,1197,600000
MAHINDRA,2018,18.15,1198,550000
RENAULT,2018,19.6,1461,950000
MAHINDRA,2014,11.79,2179,645000
MAHINDRA,2014,15.1,2179,750000
MERCEDES,2006,11.7,1796,650000
FORD,2015,15.85,1499,800000
TOYOTA,2010,14.53,1798,350000
FORD,2015,15.85,1499,700000
MARUTI,2011,17.5,1298,335000
MARUTI,2012,19.3,1248,270000
MARUTI,2010,19.3,1248,320000
HYUNDAI,2007,17.8,1086,120000
AUDI,2010,12.3,1781,730000
MARUTI,2007,15,1586,125000
MARUTI,2007,18.2,1061,150000
MARUTI,2018,24.7,796,310000
MARUTI,2015,26.59,1248,625000
HYUNDAI,2012,20.36,1197,267000
HYUNDAI,2016,17.19,1197,600000
MARUTI,2011,15.37,1196,180000
TOYOTA,2019,23.87,1197,700000
MARUTI,2013,16.1,796,121000
HYUNDAI,2014,18.9,1197,350000
TOYOTA,2012,12.99,2494,869999
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
MARUTI,2008,17.3,1061,80000
HYUNDAI,2008,19.81,1086,120000
MAHINDRA,2012,13.5,2179,370000
NISSAN,2015,19.01,1461,750000
MAHINDRA,2015,15.96,2523,484999
HYUNDAI,2006,13.1,1493,120000
HONDA,2017,17.8,1497,860000
MARUTI,2018,28.4,1248,650000
MARUTI,2014,20.77,1248,650000
HYUNDAI,2016,24.8,1396,710000
FORD,2017,25.83,1498,430000
MARUTI,2011,17.8,1248,305000
FORD,2011,20,1399,220000
TATA,2010,14,1948,150000
MAHINDRA,2017,18.49,1493,660000
CHEVROLET,2011,25.44,936,140000
TOYOTA,2015,14.28,1798,1100000
JAGUAR,2013,16.36,2179,2450000
VOLKSWAGEN,2017,22,1498,625000
HONDA,2004,12.8,1493,198000
MARUTI,2005,18.9,998,130000
HONDA,2012,16.8,1497,540000
HYUNDAI,2017,18.9,1197,550000
MARUTI,2018,21.63,998,475000
TOYOTA,2016,15.04,2755,3100000
MARUTI,2010,21.1,1248,217000
MARUTI,2019,21.21,1197,750000
MARUTI,2010,11.96,1298,350000
MAHINDRA,2008,12.05,2179,400000
TOYOTA,2015,23.59,1364,570000
HYUNDAI,2012,21.1,814,180000
OPEL,1998,13.1,1598,68000
SKODA,2006,18.7,1896,280000
TATA,2005,16.1,1405,90000
MERCEDES,2015,15.26,2143,2600000
TATA,2018,15.3,2956,700000
MERCEDES,2016,17.9,2143,1850000
FORD,2015,22.7,1498,685000
MARUTI,2015,25.2,1248,565000
SKODA,2017,14.7,1798,1600000
HYUNDAI,2014,24,1120,395000
HYUNDAI,2013,21.9,1396,425000
VOLKSWAGEN,2019,22.27,1498,1350000
HYUNDAI,2016,16.38,1995,1950000
RENAULT,2018,24.04,999,535000
RENAULT,2018,23.01,999,500000
MARUTI,2016,20.52,1197,434999
TATA,2018,21.9,624,250000
HYUNDAI,2014,22.32,1582,700000
BMW,2010,19.62,1995,1100000
VOLKSWAGEN,2012,17.42,1968,900000
MARUTI,2015,20.52,1197,425000
MERCEDES,2011,10,2148,1600000
FORD,2013,24.4,1499,325000
ISUZU,2019,13.8,2999,2700000
FORD,2018,23,1498,950000
TATA,2019,21.5,1497,1140000
TATA,2017,17.6,2179,980000
JEEP,2017,16.3,1956,1920000
VOLKSWAGEN,2020,18.24,999,808000
MARUTI,2014,19.1,1197,550000
MARUTI,2010,19.7,796,215000
FORD,2016,18.16,1196,512000
MARUTI,2011,19.7,796,215000
SKODA,2012,20.5,1598,500000
SKODA,2015,21.14,1498,700000
TATA,2012,13.93,2179,525000
MAHINDRA,2011,12.05,2179,550000
MARUTI,2016,24.3,1248,750000
MARUTI,2017,21.63,998,395000
HYUNDAI,2017,18.6,1197,675000
HYUNDAI,2008,17.92,1086,140000
MAHINDRA,2011,12.05,2179,430000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
MARUTI,2014,20.51,998,300000
CHEVROLET,2013,22.1,1248,355000
MARUTI,2015,22.74,796,180000
TATA,2013,25,1396,280000
TATA,2011,19,1248,250000
TATA,2007,15.3,1193,125000
MARUTI,2018,25.1,1248,810000
HYUNDAI,2018,18.6,1368,671000
MARUTI,2018,24.7,796,295000
MARUTI,2017,24.52,1248,850000
MARUTI,2013,22.9,1248,409999
MARUTI,2015,16.02,1373,600000
MAHINDRA,2015,15.96,2523,600000
MARUTI,2012,18.9,998,220000
MARUTI,2013,23.4,1248,550000
MAHINDRA,2014,14,2523,650000
MAHINDRA,2014,14,2523,655000
TATA,2006,13.7,1948,130000
RENAULT,2014,19.01,1461,400000
MARUTI,2009,19.7,796,155000
TATA,2013,15.64,1193,250000
HYUNDAI,2014,18.9,1197,400000
DATSUN,2019,19.02,1198,500000
HYUNDAI,2018,20.3,1086,565000
FORD,2018,23,1498,900000
MAHINDRA,2017,16.5,1493,650000
MAHINDRA,2013,15.96,2523,600000
MARUTI,2018,28.4,1248,800000
HYUNDAI,2015,22.54,1396,575000
FORD,2016,17.01,1499,550000
MARUTI,2011,15.5,1586,190000
FORD,2017,23,1498,750000
MARUTI,2018,21.4,1197,625000
HYUNDAI,2018,22.54,1396,799000
MARUTI,2013,20.51,998,300000
MARUTI,2017,20.73,1373,850000
CHEVROLET,2012,18,995,130000
MARUTI,2011,20.92,998,229999
MARUTI,2015,23.1,998,400000
MAHINDRA,2018,16.55,2498,900000
MAHINDRA,2015,15.4,1997,800000
HYUNDAI,2015,21.1,814,250999
TATA,2011,15,1368,250000
FIAT,2009,15.7,1172,100000
MARUTI,2016,20.4,1197,450000
RENAULT,2017,19.87,1461,575000
RENAULT,2013,20.46,1461,400000
MARUTI,2019,21.63,998,480000
MARUTI,2019,21.63,998,490000
TATA,2007,17,1405,150000
TATA,2017,22.95,1248,600000
HYUNDAI,2015,24.4,1120,500000
TATA,2015,23,1248,425000
HYUNDAI,2003,13.1,1493,108000
TOYOTA,2015,12.99,2494,1030000
MARUTI,2015,20.51,998,360000
VOLKSWAGEN,2012,16.47,1198,290000
MARUTI,2011,22.9,1248,400000
MARUTI,2003,15.9,1527,70000
TATA,2012,15.3,2956,320000
FORD,2019,23,1498,975000
HONDA,2019,18,1497,1227000
HYUNDAI,2014,22.32,1582,755000
FORD,2011,20,1399,215000
TOYOTA,2011,12.8,2494,735000
HYUNDAI,2007,19.81,1086,190000
TOYOTA,2014,12.99,2494,1365000
HONDA,2018,18.7,1199,675000
MARUTI,2014,23.4,1248,438999
RENAULT,2015,19.98,1461,550000
MARUTI,2013,19.1,1197,409999
RENAULT,2019,25.17,799,350000
CHEVROLET,2012,25.44,936,135000
TOYOTA,2016,13.68,2393,1490000
MARUTI,2014,25.2,1248,520000
MARUTI,2010,19.3,1248,315000
MARUTI,2010,19,998,235000
HYUNDAI,2005,13.2,1495,80500
MARUTI,2013,23.2,1248,375000
MARUTI,2006,16.1,1197,189000
HONDA,2017,25.8,1498,550000
FORD,2011,17.8,1399,260000
MARUTI,2016,26.59,1248,650000
MARUTI,2013,23.4,1248,480000
HYUNDAI,2016,22.54,1396,700000
MARUTI,2015,20.77,1248,650000
HYUNDAI,2015,19.67,1582,1300000
VOLKSWAGEN,2016,16.96,1968,1350000
VOLKSWAGEN,2016,22.15,1498,1000000
MERCEDES,2011,0,2987,1700000
TOYOTA,2018,17.8,1496,1080000
HYUNDAI,2012,21.1,814,170000
MARUTI,2017,28.4,1248,610000
MARUTI,2014,18.5,1197,350000
MARUTI,2016,22.74,796,260000
FIAT,2015,20.4,1248,700000
VOLKSWAGEN,2018,18.78,999,678000
MARUTI,2015,23.65,1248,800000
TOYOTA,2014,23.59,1364,400000
HYUNDAI,2010,18.5,1197,300000
HYUNDAI,2016,18.6,1197,520000
NISSAN,2017,19.61,1461,850000
MARUTI,2015,23.95,998,300000
HONDA,2010,17,1497,350000
MARUTI,2019,24.3,1248,892000
FIAT,2012,20.3,1248,285000
MARUTI,2016,28.09,1248,620000
MARUTI,2017,24.3,1248,750000
MARUTI,2016,22.74,796,270000
MARUTI,2014,20.77,1248,560000
HYUNDAI,2012,17.92,1086,300000
HYUNDAI,2012,17.92,1086,300000
HYUNDAI,2018,18.9,1197,570000
TATA,2011,23.03,1396,220000
MARUTI,2012,15.5,1586,260000
MARUTI,2019,21.21,1197,600000
TATA,2015,23.9,624,80000
HYUNDAI,2016,21.1,814,300000
TATA,2015,17.57,1193,300000
MAHINDRA,2016,18.15,1198,400000
MARUTI,2016,22,1197,550000
HONDA,2019,25.6,1498,1200000
FORD,2015,25.83,1498,500000
MARUTI,2005,15.9,1298,93000
HONDA,2014,26,1498,500000
TOYOTA,2018,23.59,1364,670000
TOYOTA,2012,12.8,2494,750000
MARUTI,2017,23.95,998,370000
MARUTI,2012,16.1,796,100000
HYUNDAI,2016,19.81,1086,425000
TOYOTA,2006,12.8,2494,370000
TATA,2009,11.57,2179,229999
MARUTI,2016,24.52,1248,850000
MAHINDRA,2018,21.03,1461,750000
TATA,2010,10.71,1948,235000
HONDA,2017,25.5,1498,700000
HYUNDAI,2016,24,1120,480000
TATA,2016,22.95,1248,475000
SKODA,2015,21.14,1498,610000
TOYOTA,2011,12.8,2494,650000
HONDA,2017,25.5,1498,800000
TATA,2015,11.57,2179,520000
TATA,2014,25,1396,160000
MARUTI,2018,25.1,1248,1000000
MARUTI,2015,20.77,1248,700000
HONDA,2017,25.8,1498,590000
MARUTI,2002,18.9,998,140000
MAHINDRA,2017,18.49,1493,725000
TOYOTA,2017,13.68,2393,1680000
MARUTI,2015,26.59,1248,550000
MARUTI,2012,23.2,1248,240000
CHEVROLET,2013,14.6,2231,667000
HONDA,2017,27.3,1498,670000
MARUTI,2015,26.59,1248,550000
MARUTI,2015,23.1,998,400000
HYUNDAI,2014,22.32,1582,545000
MARUTI,2015,16.02,1373,599000
HYUNDAI,2016,21.38,1396,725000
HONDA,2015,17.4,1497,525000
MARUTI,2011,21.1,1248,204999
SKODA,2012,21,1199,190000
HYUNDAI,2015,24,1120,310000
HYUNDAI,2016,24,1120,380000
MARUTI,2012,20.92,998,204000
HYUNDAI,2018,20.3,998,350000
VOLKSWAGEN,2013,20.54,1598,350000
FORD,2012,20,1399,175000
VOLKSWAGEN,2011,20.54,1598,340000
HONDA,2017,17.4,1497,950000
HONDA,2017,17.8,1497,894999
TATA,2014,15.3,2956,350000
TATA,2005,12.8,1396,100000
MARUTI,2016,26.59,1248,550000
TATA,2004,16.1,1405,100000
MAHINDRA,2016,16,2179,800000
MAHINDRA,2013,15.96,2523,525000
TATA,2008,11.57,2179,500000
MARUTI,2003,16.1,796,42000
MARUTI,2009,17.5,1197,190000
MARUTI,2019,28.4,1248,694000
MAHINDRA,2016,16,2179,861999
HONDA,2017,25.8,1498,650000
MARUTI,2011,19.3,1248,310000
MARUTI,2013,22.9,1248,360000
MARUTI,2011,19.3,1248,240000
MAHINDRA,2012,15.1,2179,500000
TOYOTA,2010,12.8,2494,475000
MARUTI,2007,19.7,796,100000
MARUTI,2009,15,1586,200000
TOYOTA,2006,12.8,2494,430000
MAHINDRA,2010,14,2498,245000
MARUTI,2014,23.4,1248,450000
MARUTI,2017,24.3,1248,800000
MARUTI,2011,21.1,1197,215000
MARUTI,2017,24.3,1248,760000
VOLKSWAGEN,2015,20.14,1498,416000
MARUTI,2011,18.9,998,195000
MARUTI,2017,24.7,796,325000
MARUTI,2010,20.92,998,145000
MARUTI,2018,28.4,1248,675000
MARUTI,2016,20.51,998,340000
TATA,2011,19,1248,340000
MARUTI,2014,16.8,796,260000
MARUTI,2015,22.74,796,300000
MARUTI,2007,16.1,796,75000
TATA,2011,19.4,1405,350000
MARUTI,2019,19.01,1462,1000000
TATA,2010,21.12,1248,170000
MARUTI,2018,19,1197,600000
HONDA,2010,16.8,1497,800000
FORCE,2018,17,2650,850000
MAHINDRA,2014,15.1,2179,980000
FORD,2011,13.1,2499,850000
TATA,2012,14.07,2956,340000
MARUTI,2018,24.3,1248,900000
MARUTI,2010,19.3,1248,310000
MARUTI,2013,20.77,1248,600000
MARUTI,2008,19.3,1248,270000
HYUNDAI,2019,20.3,1086,509999
TATA,2013,19.4,1405,225000
HYUNDAI,2015,20.36,1197,280000
TATA,2016,27.28,1047,490000
MAHINDRA,2013,15.96,2523,440000
TATA,2014,14,2179,500000
HONDA,2005,11.1,2354,476999
HYUNDAI,2015,17.19,1197,590000
FORD,2010,13.1,2499,500000
FORD,2015,22.77,1498,600000
MAHINDRA,2016,15.4,1997,750000
BMW,2017,19.59,1995,2950000
BMW,2019,18.12,1995,5200000
VOLKSWAGEN,2019,20.14,1498,695000
MARUTI,2018,26.59,1248,690000
HYUNDAI,2016,24,1186,409999
TATA,2020,17,1956,1650000
AUDI,2016,15.73,1968,2375000
HYUNDAI,2017,24,1186,525000
JEEP,2019,16.3,1956,2150000
MAHINDRA,2013,15.1,2179,540000
TOYOTA,2017,12.55,2982,2750000
MAHINDRA,2016,15.4,1997,1000000
AUDI,2018,18.25,1968,2900000
MAHINDRA,2017,18.49,1493,725000
MARUTI,2018,28.09,1248,975000
MARUTI,2016,21.79,998,355000
HONDA,2008,11.1,2354,400000
MARUTI,2015,24.7,796,265000
VOLKSWAGEN,2018,20.14,1498,650000
MARUTI,2017,28.09,1248,720000
HYUNDAI,2016,17.01,1591,850000
MARUTI,2015,23.95,998,290000
MERCEDES,2010,10.93,2497,1200000
MAHINDRA,2016,18.49,1493,600000
MARUTI,2011,21.1,1248,300000
RENAULT,2012,23.08,1461,225000
MARUTI,2009,19.3,1248,240000
HYUNDAI,2014,22.32,1582,700000
MARUTI,2014,25.2,1248,470000
HYUNDAI,2016,21.19,1396,800000
RENAULT,2012,19.01,1461,450000
TATA,2007,17.2,1396,90000
TOYOTA,2010,21.43,1364,450000
TOYOTA,2017,11.36,2755,1465000
HYUNDAI,2016,19.67,1582,925000
TOYOTA,2016,13.68,2393,1385000
TOYOTA,2015,12.55,2982,2000000
TATA,2004,16.1,1405,80000
MAHINDRA,2007,10.5,2179,300000
MARUTI,2009,19.3,1248,360000
HYUNDAI,2010,16.2,1493,320000
AMBASSADOR,1994,12.8,1995,99000
MARUTI,2016,24.52,1248,780000
MARUTI,2013,20.77,1248,620000
SKODA,2006,13.1,1781,100000
TATA,2014,16.7,1172,210000
MAHINDRA,2015,15.96,2523,375000
RENAULT,2019,20,999,786000
MAHINDRA,2014,15.1,2179,1000000
MARUTI,2002,20.8,1527,120000
MAHINDRA,2016,20.8,1461,750000
HYUNDAI,2016,18.6,1197,550000
TATA,2018,14.1,2179,875000
TATA,2018,14.1,2179,890000
MARUTI,2015,16.02,1373,700000
MAHINDRA,2015,15.96,2523,550000
DATSUN,2018,19.83,1198,400000
MARUTI,2015,23.1,998,290000
TATA,2012,19.09,1396,150000
MARUTI,2015,15.37,1196,300000
MARUTI,2008,21.79,998,221000
DATSUN,2017,22.7,799,270000
HYUNDAI,2014,24.4,1120,455000
TOYOTA,2011,17.6,1496,300000
TOYOTA,2014,23.59,1364,480000
HYUNDAI,2018,22,1582,1000000
BMW,2017,22.69,1995,2600000
TOYOTA,2017,11.36,2755,1850000
HYUNDAI,2019,20.3,1086,500000
MAHINDRA,2013,11.18,2696,800000
RENAULT,2013,13.73,1995,1000000
TATA,2013,21.02,1248,250000
RENAULT,2012,23.08,1461,245000
HYUNDAI,2019,18.9,1197,625000
VOLKSWAGEN,2018,18.78,999,560000
HONDA,2018,18.7,1199,680000
MARUTI,2019,28.4,1248,700000
TATA,2013,23.03,1396,220000
TATA,2017,19.09,1405,450000
TATA,2017,20.3,1199,525000
TOYOTA,2009,12.8,2494,650000
BMW,2018,17.09,2993,5500000
MARUTI,2017,28.4,1248,875000
HYUNDAI,2019,18.6,1197,785000
HONDA,2017,17.5,1199,819999
BMW,2016,21.76,1995,2950000
TOYOTA,2016,13.68,2393,1925000
HONDA,2017,25.5,1498,885000
FORD,2015,16.05,1499,680000
FORD,2017,23,1498,960000
HONDA,2012,18.5,1198,385000
TATA,2019,17,1956,1650000
MAHINDRA,2018,18.49,1493,890000
FORD,2015,11.4,2953,1275000
BMW,2018,17.09,2993,6000000
MARUTI,2019,20.28,1462,1025000
VOLKSWAGEN,2016,17.2,1197,675000
MARUTI,2017,22,1197,700000
FORD,2016,22.77,1498,780000
HYUNDAI,2017,22.32,1582,1050000
AUDI,2015,13.22,2967,2700000
TATA,2016,22.95,1248,400000
MAHINDRA,2011,15.96,2523,400000
MARUTI,2009,19.7,796,85000
TATA,2018,17.6,2179,1300000
MAHINDRA,2018,18.49,1493,819999
MAHINDRA,2015,18.49,1493,620000
RENAULT,2018,23.01,999,260000
HYUNDAI,2016,16.3,1797,805000
HYUNDAI,2015,18.9,1197,484999
JAGUAR,2017,13.6,1999,2711000
TATA,2018,17,1198,811000
HONDA,2015,19,1199,575000
JEEP,2018,17.1,1956,1675000
SKODA,2016,14.3,1598,645000
JAGUAR,2015,14.74,2993,2500000
MERCEDES,2018,15.04,1991,2550000
MERCEDES,2017,14.74,1991,2700000
VOLKSWAGEN,2017,17,1198,650000
TOYOTA,2017,13.68,2393,1748999
HONDA,2017,15.6,1497,925000
TOYOTA,2019,19.56,1197,894999
MARUTI,2011,23.95,998,175000
MARUTI,2012,21.21,1197,340000
TOYOTA,2016,11.36,2755,1525000
MARUTI,2017,28.09,1248,810000
TATA,2018,21.5,1497,1025000
BMW,2016,22.69,1995,2150000
TOYOTA,2013,12.99,2494,910000
TATA,2016,17.88,1405,300000
MARUTI,2004,17.3,993,120000
HYUNDAI,2015,18.6,1197,490000
HONDA,2013,25.8,1498,425000
MARUTI,2011,19.7,796,155000
MAHINDRA,2013,12.05,2179,490000
MARUTI,2010,19.7,796,132000
HYUNDAI,2018,22.54,1396,750000
MARUTI,2011,18.9,998,225000
HYUNDAI,2011,20.36,1197,240000
MARUTI,2004,18.9,998,33351
CHEVROLET,2010,18,995,80000
MARUTI,2004,16.1,796,40000
HONDA,2019,21.9,1498,1100000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
HYUNDAI,2016,24.4,1120,380000
TATA,2011,11.57,2179,300000
MARUTI,2014,22.74,796,240000
MARUTI,2011,22.9,1248,325000
MAHINDRA,2016,25.32,1198,400000
RENAULT,2017,21.04,1461,800000
FORD,2018,23,1498,950000
MARUTI,2013,22.9,1248,300000
MARUTI,2020,22.05,796,350000
MAHINDRA,2017,18.15,1198,530000
CHEVROLET,2013,18.2,1248,350000
HYUNDAI,2008,11,2359,168000
RENAULT,2016,25.17,799,240000
MARUTI,2010,19.3,1248,220000
MARUTI,2008,18.9,1061,110000
MARUTI,2016,24.3,1248,850000
MARUTI,2014,20.77,1248,545000
TOYOTA,2018,13.68,2393,2064000
MARUTI,2018,25.1,1248,950000
HYUNDAI,2013,21.1,814,200000
MARUTI,2017,25.2,1248,660000
HONDA,2013,25.8,1498,420000
TATA,2010,16.5,1172,150000
CHEVROLET,2013,25.44,936,175000
HONDA,2018,18.1,1199,750000
MARUTI,2014,23.2,1248,425000
TOYOTA,2015,21.43,1364,790000
TOYOTA,2011,12.8,2494,830000
HONDA,2015,24.5,1498,650000
TOYOTA,2015,21.43,1364,780000
HYUNDAI,2010,19.81,1086,180000
FORD,2019,23,1498,869999
TATA,2011,21.12,1248,275000
HYUNDAI,2017,18.6,1197,630000
TOYOTA,2008,13.4,1794,150000
MARUTI,2016,22.74,796,315000
TATA,2011,23.57,1396,189000
MARUTI,2014,23.4,1248,580000
MARUTI,2018,24.3,1248,825000
TATA,2016,14.1,2179,650000
HONDA,2004,13,1343,50000
SKODA,2011,16.25,1198,200000
TATA,2013,15.42,1405,135000
HYUNDAI,2017,22.54,1396,680000
