MAKE,year,selling_price,engine cc,Mileage
TATA,2010,150000,1948,14
MAHINDRA ,2017,660000,1493,18.49
CHEVROLET ,2011,140000,936,25.44
TOYOTA ,2015,1100000,1798,14.28
JAGUAR ,2013,2450000,2179,16.36
VOLKSWAGEN,2017,625000,1498,22
HONDA ,2004,198000,1493,12.8
MARUTI ,2005,130000,998,18.9
HONDA ,2012,540000,1497,16.8
HYUNDAI,2017,550000,1197,18.9
MARUTI ,2018,475000,998,21.63
TOYOTA ,2016,3100000,2755,15.04
MARUTI ,2010,217000,1248,21.1
MARUTI ,2019,750000,1197,21.21
MARUTI ,2010,350000,1298,11.96
MAHINDRA ,2008,400000,2179,12.05
TOYOTA ,2015,570000,1364,23.59
HYUNDAI,2012,180000,814,21.1
OPEL,1998,68000,1598,13.1
SKODA ,2006,280000,1896,18.7
TATA,2005,90000,1405,16.1
MERCEDES,2015,2600000,2143,15.26
TATA,2018,700000,2956,15.3
MERCEDES,2016,1850000,2143,17.9
FORD,2015,685000,1498,22.7
MARUTI ,2015,565000,1248,25.2
SKODA ,2017,1600000,1798,14.7
HYUNDAI,2014,395000,1120,24
HYUNDAI,2013,425000,1396,21.9
VOLKSWAGEN,2019,1350000,1498,22.27
HYUNDAI,2016,1950000,1995,16.38
RENAULT ,2018,535000,999,24.04
RENAULT ,2018,500000,999,23.01
MARUTI ,2016,434999,1197,20.52
TATA,2018,250000,624,21.9
HYUNDAI,2014,700000,1582,22.32
BMW ,2010,1100000,1995,19.62
VOLKSWAGEN,2012,900000,1968,17.42
MARUTI ,2015,425000,1197,20.52
MERCEDES,2011,1600000,2148,10
FORD,2013,325000,1499,24.4
ISUZU ,2019,2700000,2999,13.8
FORD,2018,950000,1498,23
TATA,2019,1140000,1497,21.5
TATA,2017,980000,2179,17.6
JEEP,2017,1920000,1956,16.3
VOLKSWAGEN,2020,808000,999,18.24
MARUTI ,2014,550000,1197,19.1
MARUTI ,2010,215000,796,19.7
FORD,2016,512000,1196,18.16
MARUTI ,2011,215000,796,19.7
SKODA ,2012,500000,1598,20.5
SKODA ,2015,700000,1498,21.14
TATA,2012,525000,2179,13.93
MAHINDRA ,2011,550000,2179,12.05
MARUTI ,2016,750000,1248,24.3
MARUTI ,2017,395000,998,21.63
HYUNDAI,2017,675000,1197,18.6
HYUNDAI,2008,140000,1086,17.92
MAHINDRA ,2011,430000,2179,12.05
JAGUAR ,2017,2711000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
MARUTI ,2014,300000,998,20.51
CHEVROLET ,2013,355000,1248,22.1
MARUTI ,2015,180000,796,22.74
TATA,2013,280000,1396,25
TATA,2011,250000,1248,19
TATA,2007,125000,1193,15.3
MARUTI ,2018,810000,1248,25.1
HYUNDAI,2018,671000,1368,18.6
MARUTI ,2018,295000,796,24.7
MARUTI ,2017,850000,1248,24.52
MARUTI ,2013,409999,1248,22.9
MARUTI ,2015,600000,1373,16.02
MAHINDRA ,2015,600000,2523,15.96
MARUTI ,2012,220000,998,18.9
MARUTI ,2013,550000,1248,23.4
MAHINDRA ,2014,650000,2523,14
MAHINDRA ,2014,655000,2523,14
TATA,2006,130000,1948,13.7
RENAULT ,2014,400000,1461,19.01
MARUTI ,2009,155000,796,19.7
TATA,2013,250000,1193,15.64
HYUNDAI,2014,400000,1197,18.9
DATSUN ,2019,500000,1198,19.02
HYUNDAI,2018,565000,1086,20.3
FORD,2018,900000,1498,23
MAHINDRA ,2017,650000,1493,16.5
MAHINDRA ,2013,600000,2523,15.96
MARUTI ,2018,800000,1248,28.4
HYUNDAI,2015,575000,1396,22.54
FORD,2016,550000,1499,17.01
MARUTI ,2011,190000,1586,15.5
FORD,2017,750000,1498,23
MARUTI ,2018,625000,1197,21.4
HYUNDAI,2018,799000,1396,22.54
MARUTI ,2013,300000,998,20.51
MARUTI ,2017,850000,1373,20.73
CHEVROLET ,2012,130000,995,18
MARUTI ,2011,229999,998,20.92
MARUTI ,2015,400000,998,23.1
MAHINDRA ,2018,900000,2498,16.55
MAHINDRA ,2015,800000,1997,15.4
HYUNDAI,2015,250999,814,21.1
TATA,2011,250000,1368,15
FIAT,2009,100000,1172,15.7
MARUTI ,2016,450000,1197,20.4
RENAULT ,2017,575000,1461,19.87
RENAULT ,2013,400000,1461,20.46
MARUTI ,2019,480000,998,21.63
MARUTI ,2019,490000,998,21.63
TATA,2007,150000,1405,17
TATA,2017,600000,1248,22.95
HYUNDAI,2015,500000,1120,24.4
TATA,2015,425000,1248,23
HYUNDAI,2003,108000,1493,13.1
TOYOTA ,2015,1030000,2494,12.99
MARUTI ,2015,360000,998,20.51
VOLKSWAGEN,2012,290000,1198,16.47
MARUTI ,2011,400000,1248,22.9
MARUTI ,2003,70000,1527,15.9
TATA,2012,320000,2956,15.3
FORD,2019,975000,1498,23
HONDA ,2019,1227000,1497,18
HYUNDAI,2014,755000,1582,22.32
FORD,2011,215000,1399,20
TOYOTA ,2011,735000,2494,12.8
HYUNDAI,2007,190000,1086,19.81
TOYOTA ,2014,1365000,2494,12.99
HONDA ,2018,675000,1199,18.7
MARUTI ,2014,438999,1248,23.4
RENAULT ,2015,550000,1461,19.98
MARUTI ,2013,409999,1197,19.1
RENAULT ,2019,350000,799,25.17
CHEVROLET ,2012,135000,936,25.44
TOYOTA ,2016,1490000,2393,13.68
MARUTI ,2014,520000,1248,25.2
MARUTI ,2010,315000,1248,19.3
MARUTI ,2010,235000,998,19
HYUNDAI,2005,80500,1495,13.2
MARUTI ,2013,375000,1248,23.2
MARUTI ,2006,189000,1197,16.1
HONDA ,2017,550000,1498,25.8
FORD,2011,260000,1399,17.8
MARUTI ,2016,650000,1248,26.59
MARUTI ,2013,480000,1248,23.4
HYUNDAI,2016,700000,1396,22.54
MARUTI ,2015,650000,1248,20.77
HYUNDAI,2015,1300000,1582,19.67
VOLKSWAGEN,2016,1350000,1968,16.96
VOLKSWAGEN,2016,1000000,1498,22.15
MERCEDES,2011,1700000,2987,0
TOYOTA ,2018,1080000,1496,17.8
HYUNDAI,2012,170000,814,21.1
MARUTI ,2017,610000,1248,28.4
MARUTI ,2014,350000,1197,18.5
MARUTI ,2016,260000,796,22.74
FIAT,2015,700000,1248,20.4
VOLKSWAGEN,2018,678000,999,18.78
MARUTI ,2015,800000,1248,23.65
TOYOTA ,2014,400000,1364,23.59
HYUNDAI,2010,300000,1197,18.5
HYUNDAI,2016,520000,1197,18.6
NISSAN ,2017,850000,1461,19.61
MARUTI ,2015,300000,998,23.95
HONDA ,2010,350000,1497,17
MARUTI ,2019,892000,1248,24.3
FIAT,2012,285000,1248,20.3
MARUTI ,2016,620000,1248,28.09
MARUTI ,2017,750000,1248,24.3
MARUTI ,2016,270000,796,22.74
MARUTI ,2014,560000,1248,20.77
HYUNDAI,2012,300000,1086,17.92
HYUNDAI,2012,300000,1086,17.92
HYUNDAI,2018,570000,1197,18.9
TATA,2011,220000,1396,23.03
MARUTI ,2012,260000,1586,15.5
MARUTI ,2019,600000,1197,21.21
TATA,2015,80000,624,23.9
HYUNDAI,2016,300000,814,21.1
TATA,2015,300000,1193,17.57
MAHINDRA ,2016,400000,1198,18.15
MARUTI ,2016,550000,1197,22
HONDA ,2019,1200000,1498,25.6
FORD,2015,500000,1498,25.83
MARUTI ,2005,93000,1298,15.9
HONDA ,2014,500000,1498,26
TOYOTA ,2018,670000,1364,23.59
TOYOTA ,2012,750000,2494,12.8
MARUTI ,2017,370000,998,23.95
MARUTI ,2012,100000,796,16.1
HYUNDAI,2016,425000,1086,19.81
TOYOTA ,2006,370000,2494,12.8
TATA,2009,229999,2179,11.57
MARUTI ,2016,850000,1248,24.52
MAHINDRA ,2018,750000,1461,21.03
TATA,2010,235000,1948,10.71
HONDA ,2017,700000,1498,25.5
HYUNDAI,2016,480000,1120,24
TATA,2016,475000,1248,22.95
SKODA ,2015,610000,1498,21.14
TOYOTA ,2011,650000,2494,12.8
HONDA ,2017,800000,1498,25.5
TATA,2015,520000,2179,11.57
TATA,2014,160000,1396,25
MARUTI ,2018,1000000,1248,25.1
MARUTI ,2015,700000,1248,20.77
HONDA ,2017,590000,1498,25.8
MARUTI ,2002,140000,998,18.9
MAHINDRA ,2017,725000,1493,18.49
TOYOTA ,2017,1680000,2393,13.68
MARUTI ,2015,550000,1248,26.59
MARUTI ,2012,240000,1248,23.2
CHEVROLET ,2013,667000,2231,14.6
HONDA ,2017,670000,1498,27.3
MARUTI ,2015,550000,1248,26.59
MARUTI ,2015,400000,998,23.1
HYUNDAI,2014,545000,1582,22.32
MARUTI ,2015,599000,1373,16.02
HYUNDAI,2016,725000,1396,21.38
HONDA ,2015,525000,1497,17.4
MARUTI ,2011,204999,1248,21.1
SKODA ,2012,190000,1199,21
HYUNDAI,2015,310000,1120,24
HYUNDAI,2016,380000,1120,24
MARUTI ,2012,204000,998,20.92
HYUNDAI,2018,350000,998,20.3
VOLKSWAGEN,2013,350000,1598,20.54
FORD,2012,175000,1399,20
VOLKSWAGEN,2011,340000,1598,20.54
HONDA ,2017,950000,1497,17.4
HONDA ,2017,894999,1497,17.8
TATA,2014,350000,2956,15.3
TATA,2005,100000,1396,12.8
MARUTI ,2016,550000,1248,26.59
TATA,2004,100000,1405,16.1
MAHINDRA ,2016,800000,2179,16
MAHINDRA ,2013,525000,2523,15.96
TATA,2008,500000,2179,11.57
MARUTI ,2003,42000,796,16.1
MARUTI ,2009,190000,1197,17.5
MARUTI ,2019,694000,1248,28.4
MAHINDRA ,2016,861999,2179,16
HONDA ,2017,650000,1498,25.8
MARUTI ,2011,310000,1248,19.3
MARUTI ,2013,360000,1248,22.9
MARUTI ,2011,240000,1248,19.3
MAHINDRA ,2012,500000,2179,15.1
TOYOTA ,2010,475000,2494,12.8
MARUTI ,2007,100000,796,19.7
MARUTI ,2009,200000,1586,15
TOYOTA ,2006,430000,2494,12.8
MAHINDRA ,2010,245000,2498,14
MARUTI ,2014,450000,1248,23.4
MARUTI ,2017,800000,1248,24.3
MARUTI ,2011,215000,1197,21.1
MARUTI ,2017,760000,1248,24.3
VOLKSWAGEN,2015,416000,1498,20.14
MARUTI ,2011,195000,998,18.9
MARUTI ,2017,325000,796,24.7
MARUTI ,2010,145000,998,20.92
MARUTI ,2018,675000,1248,28.4
MARUTI ,2016,340000,998,20.51
TATA,2011,340000,1248,19
MARUTI ,2014,260000,796,16.8
MARUTI ,2015,300000,796,22.74
MARUTI ,2007,75000,796,16.1
TATA,2011,350000,1405,19.4
MARUTI ,2019,1000000,1462,19.01
TATA,2010,170000,1248,21.12
MARUTI ,2018,600000,1197,19
HONDA ,2010,800000,1497,16.8
FORCE ,2018,850000,2650,17
MAHINDRA ,2014,980000,2179,15.1
FORD,2011,850000,2499,13.1
TATA,2012,340000,2956,14.07
MARUTI ,2018,900000,1248,24.3
MARUTI ,2010,310000,1248,19.3
MARUTI ,2013,600000,1248,20.77
MARUTI ,2008,270000,1248,19.3
HYUNDAI,2019,509999,1086,20.3
TATA,2013,225000,1405,19.4
HYUNDAI,2015,280000,1197,20.36
TATA,2016,490000,1047,27.28
MAHINDRA ,2013,440000,2523,15.96
TATA,2014,500000,2179,14
HONDA ,2005,476999,2354,11.1
HYUNDAI,2015,590000,1197,17.19
FORD,2010,500000,2499,13.1
FORD,2015,600000,1498,22.77
MAHINDRA ,2016,750000,1997,15.4
BMW ,2017,2950000,1995,19.59
BMW ,2019,5200000,1995,18.12
VOLKSWAGEN,2019,695000,1498,20.14
MARUTI ,2018,690000,1248,26.59
HYUNDAI,2016,409999,1186,24
TATA,2020,1650000,1956,17
AUDI,2016,2375000,1968,15.73
HYUNDAI,2017,525000,1186,24
JEEP,2019,2150000,1956,16.3
MAHINDRA ,2013,540000,2179,15.1
TOYOTA ,2017,2750000,2982,12.55
MAHINDRA ,2016,1000000,1997,15.4
AUDI,2018,2900000,1968,18.25
MAHINDRA ,2017,725000,1493,18.49
MARUTI ,2018,975000,1248,28.09
MARUTI ,2016,355000,998,21.79
HONDA ,2008,400000,2354,11.1
MARUTI ,2015,265000,796,24.7
VOLKSWAGEN,2018,650000,1498,20.14
MARUTI ,2017,720000,1248,28.09
HYUNDAI,2016,850000,1591,17.01
MARUTI ,2015,290000,998,23.95
MERCEDES,2010,1200000,2497,10.93
MAHINDRA ,2016,600000,1493,18.49
MARUTI ,2011,300000,1248,21.1
RENAULT ,2012,225000,1461,23.08
MARUTI ,2009,240000,1248,19.3
HYUNDAI,2014,700000,1582,22.32
MARUTI ,2014,470000,1248,25.2
HYUNDAI,2016,800000,1396,21.19
RENAULT ,2012,450000,1461,19.01
TATA,2007,90000,1396,17.2
TOYOTA ,2010,450000,1364,21.43
TOYOTA ,2017,1465000,2755,11.36
HYUNDAI,2016,925000,1582,19.67
TOYOTA ,2016,1385000,2393,13.68
TOYOTA ,2015,2000000,2982,12.55
TATA,2004,80000,1405,16.1
MAHINDRA ,2007,300000,2179,10.5
MARUTI ,2009,360000,1248,19.3
HYUNDAI,2010,320000,1493,16.2
AMBASSADOR,1994,99000,1995,12.8
MARUTI ,2016,780000,1248,24.52
MARUTI ,2013,620000,1248,20.77
SKODA ,2006,100000,1781,13.1
TATA,2014,210000,1172,16.7
MAHINDRA ,2015,375000,2523,15.96
RENAULT ,2019,786000,999,20
MAHINDRA ,2014,1000000,2179,15.1
MARUTI ,2002,120000,1527,20.8
MAHINDRA ,2016,750000,1461,20.8
HYUNDAI,2016,550000,1197,18.6
TATA,2018,875000,2179,14.1
TATA,2018,890000,2179,14.1
MARUTI ,2015,700000,1373,16.02
MAHINDRA ,2015,550000,2523,15.96
DATSUN ,2018,400000,1198,19.83
MARUTI ,2015,290000,998,23.1
TATA,2012,150000,1396,19.09
MARUTI ,2015,300000,1196,15.37
MARUTI ,2008,221000,998,21.79
DATSUN ,2017,270000,799,22.7
HYUNDAI,2014,455000,1120,24.4
TOYOTA ,2011,300000,1496,17.6
TOYOTA ,2014,480000,1364,23.59
HYUNDAI,2018,1000000,1582,22
BMW ,2017,2600000,1995,22.69
TOYOTA ,2017,1850000,2755,11.36
HYUNDAI,2019,500000,1086,20.3
MAHINDRA ,2013,800000,2696,11.18
RENAULT ,2013,1000000,1995,13.73
TATA,2013,250000,1248,21.02
RENAULT ,2012,245000,1461,23.08
HYUNDAI,2019,625000,1197,18.9
VOLKSWAGEN,2018,560000,999,18.78
HONDA ,2018,680000,1199,18.7
MARUTI ,2019,700000,1248,28.4
TATA,2013,220000,1396,23.03
TATA,2017,450000,1405,19.09
TATA,2017,525000,1199,20.3
TOYOTA ,2009,650000,2494,12.8
BMW ,2018,5500000,2993,17.09
MARUTI ,2017,875000,1248,28.4
HYUNDAI,2019,785000,1197,18.6
HONDA ,2017,819999,1199,17.5
BMW ,2016,2950000,1995,21.76
TOYOTA ,2016,1925000,2393,13.68
HONDA ,2017,885000,1498,25.5
FORD,2015,680000,1499,16.05
FORD,2017,960000,1498,23
HONDA ,2012,385000,1198,18.5
TATA,2019,1650000,1956,17
MAHINDRA ,2018,890000,1493,18.49
FORD,2015,1275000,2953,11.4
BMW ,2018,6000000,2993,17.09
MARUTI ,2019,1025000,1462,20.28
VOLKSWAGEN,2016,675000,1197,17.2
MARUTI ,2017,700000,1197,22
FORD,2016,780000,1498,22.77
HYUNDAI,2017,1050000,1582,22.32
AUDI,2015,2700000,2967,13.22
TATA,2016,400000,1248,22.95
MAHINDRA ,2011,400000,2523,15.96
MARUTI ,2009,85000,796,19.7
TATA,2018,1300000,2179,17.6
MAHINDRA ,2018,819999,1493,18.49
MAHINDRA ,2015,620000,1493,18.49
RENAULT ,2018,260000,999,23.01
HYUNDAI,2016,805000,1797,16.3
HYUNDAI,2015,484999,1197,18.9
JAGUAR ,2017,2711000,1999,13.6
TATA,2018,811000,1198,17
HONDA ,2015,575000,1199,19
JEEP,2018,1675000,1956,17.1
SKODA ,2016,645000,1598,14.3
JAGUAR ,2015,2500000,2993,14.74
MERCEDES,2018,2550000,1991,15.04
MERCEDES,2017,2700000,1991,14.74
VOLKSWAGEN,2017,650000,1198,17
TOYOTA ,2017,1748999,2393,13.68
HONDA ,2017,925000,1497,15.6
TOYOTA ,2019,894999,1197,19.56
MARUTI ,2011,175000,998,23.95
MARUTI ,2012,340000,1197,21.21
TOYOTA ,2016,1525000,2755,11.36
MARUTI ,2017,810000,1248,28.09
TATA,2018,1025000,1497,21.5
BMW ,2016,2150000,1995,22.69
TOYOTA ,2013,910000,2494,12.99
TATA,2016,300000,1405,17.88
MARUTI ,2004,120000,993,17.3
HYUNDAI,2015,490000,1197,18.6
HONDA ,2013,425000,1498,25.8
MARUTI ,2011,155000,796,19.7
MAHINDRA ,2013,490000,2179,12.05
MARUTI ,2010,132000,796,19.7
HYUNDAI,2018,750000,1396,22.54
MARUTI ,2011,225000,998,18.9
HYUNDAI,2011,240000,1197,20.36
MARUTI ,2004,33351,998,18.9
CHEVROLET ,2010,80000,995,18
MARUTI ,2004,40000,796,16.1
HONDA ,2019,1100000,1498,21.9
JAGUAR ,2017,2711000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
HYUNDAI,2016,380000,1120,24.4
TATA,2011,300000,2179,11.57
MARUTI ,2014,240000,796,22.74
MARUTI ,2011,325000,1248,22.9
MAHINDRA ,2016,400000,1198,25.32
RENAULT ,2017,800000,1461,21.04
FORD,2018,950000,1498,23
MARUTI ,2013,300000,1248,22.9
MARUTI ,2020,350000,796,22.05
MAHINDRA ,2017,530000,1198,18.15
CHEVROLET ,2013,350000,1248,18.2
HYUNDAI,2008,168000,2359,11
RENAULT ,2016,240000,799,25.17
MARUTI ,2010,220000,1248,19.3
MARUTI ,2008,110000,1061,18.9
MARUTI ,2016,850000,1248,24.3
MARUTI ,2014,545000,1248,20.77
TOYOTA ,2018,2064000,2393,13.68
MARUTI ,2018,950000,1248,25.1
HYUNDAI,2013,200000,814,21.1
MARUTI ,2017,660000,1248,25.2
HONDA ,2013,420000,1498,25.8
TATA,2010,150000,1172,16.5
CHEVROLET ,2013,175000,936,25.44
HONDA ,2018,750000,1199,18.1
MARUTI ,2014,425000,1248,23.2
TOYOTA ,2015,790000,1364,21.43
TOYOTA ,2011,830000,2494,12.8
HONDA ,2015,650000,1498,24.5
TOYOTA ,2015,780000,1364,21.43
HYUNDAI,2010,180000,1086,19.81
FORD,2019,869999,1498,23
TATA,2011,275000,1248,21.12
HYUNDAI,2017,630000,1197,18.6
TOYOTA ,2008,150000,1794,13.4
MARUTI ,2016,315000,796,22.74
TATA,2011,189000,1396,23.57
MARUTI ,2014,580000,1248,23.4
MARUTI ,2018,825000,1248,24.3
TATA,2016,650000,2179,14.1
HONDA ,2004,50000,1343,13
SKODA ,2011,200000,1198,16.25
TATA,2013,135000,1405,15.42
HYUNDAI,2017,680000,1396,22.54
HYUNDAI,2017,670000,1396,22.54
BMW ,2010,1000000,1995,16.73
MARUTI ,2010,240000,998,20.92
FORCE ,2014,555000,2200,17
SKODA ,2013,455000,1598,20.5
MARUTI ,2018,750000,1248,28.4
MARUTI ,2016,700000,1248,26.59
TATA,2016,220000,624,21.9
TATA,2014,160000,1396,25
CHEVROLET ,2013,225000,1248,22.1
TATA,2008,140000,1396,19.09
MARUTI ,2014,600000,1248,23.4
MAHINDRA ,2015,1000000,2179,16
CHEVROLET ,2008,65000,995,18
MARUTI ,2019,500000,1197,20.89
MAHINDRA ,2017,1100000,2179,16
MAHINDRA ,2017,1150000,2179,16
SKODA ,2012,320000,1198,16.25
FORD,2019,950000,1498,21.7
FORD,2012,250000,1399,20
FORD,2004,400000,2499,13.1
BMW ,2008,1100000,1995,18.48
MARUTI ,2017,600000,1248,27.39
MARUTI ,2017,509999,1197,22
SKODA ,2016,395000,1598,15.41
MARUTI ,2018,469000,998,21.79
MARUTI ,2017,250000,796,24.7
CHEVROLET ,2011,130000,995,16.2
FORD,2019,906000,1498,23
FORD,2011,160000,1399,20
MARUTI ,2012,300000,1298,17.5
MARUTI ,2010,60000,796,14
MARUTI ,2014,400000,1197,19.1
TATA,2018,450000,1199,23.84
MAHINDRA ,2014,465000,2523,15.96
MARUTI ,2012,325000,1248,22.9
MARUTI ,2008,150000,796,19.7
HYUNDAI,2014,250000,814,21.1
MARUTI ,2011,175000,796,19.7
MARUTI ,2010,175000,796,19.7
HONDA ,2006,150000,1497,16.9
MAHINDRA ,2018,797000,1493,16.5
HYUNDAI,2019,800000,1197,18.6
MAHINDRA ,2019,750000,2523,15.96
MAHINDRA ,2011,400000,2179,13.5
MARUTI ,2012,160000,796,19.7
MAHINDRA ,2016,700000,2523,15.96
MARUTI ,2010,160000,796,19.7
HYUNDAI,2012,400000,1396,21.27
TOYOTA ,2013,451000,1364,23.59
MARUTI ,2002,40000,796,16.1
TATA,2012,300000,1248,21.12
MARUTI ,2017,421000,998,23.1
MARUTI ,2016,950000,1248,24.3
HYUNDAI,2011,395000,1396,23
MARUTI ,2016,950000,1248,24.3
MARUTI ,2013,270000,796,22.74
HYUNDAI,2009,360000,1396,15
MARUTI ,2008,235000,1248,17.8
MERCEDES,2014,1850000,2143,13
TOYOTA ,2015,1900000,2982,12.55
HYUNDAI,2017,550000,1197,18.9
MAHINDRA ,2015,1225000,2179,16
HONDA ,2017,700000,1199,17.5
JEEP,2017,1650000,1956,17.1
HONDA ,2012,376000,1198,19.4
FORD,2017,875000,1498,22.7
HYUNDAI,2014,459999,1197,18.5
MARUTI ,2018,755000,1248,28.4
AUDI,2019,6223000,1798,15.26
AUDI,2019,5923000,1798,15.26
AUDI,2019,6523000,1798,15.26
TOYOTA ,2010,1050000,2982,11.5
MAHINDRA ,2015,1050000,2179,15.1
MARUTI ,2018,800000,1197,21.4
MARUTI ,2015,600000,1248,25.2
MARUTI ,2017,530000,1197,21.4
MARUTI ,2015,450000,1197,20.85
MARUTI ,2011,235000,998,20.92
MARUTI ,2013,550000,1248,23.4
SKODA ,2013,395000,1598,14.3
TATA,2018,450000,1199,20.3
RENAULT ,2019,600000,999,20
MARUTI ,2016,610000,1248,24.3
HYUNDAI,2017,690000,1197,18.6
TATA,2018,790000,1198,17
MARUTI ,2014,254999,998,20.92
HONDA ,2016,500000,1199,18.7
MAHINDRA ,2011,340000,2523,13.6
TATA,2008,150000,1948,12.2
MAHINDRA ,2007,245000,2523,13.6
VOLKSWAGEN,2015,515000,1498,20.34
AMBASSADOR,2008,122000,1995,12.8
HYUNDAI,2009,160000,1086,19.81
MARUTI ,2007,110000,796,19.7
MARUTI ,2014,360000,1248,25.2
HYUNDAI,2011,260000,1493,16.2
MARUTI ,2007,128000,796,19.7
HYUNDAI,2015,600000,1582,23.9
TOYOTA ,2010,800000,2982,11.5
MARUTI ,2019,675000,1248,28.4
MAHINDRA ,2015,1000000,2179,16
CHEVROLET ,2008,65000,995,18
MARUTI ,2019,500000,1197,20.89
MARUTI ,2010,300000,1586,15
MARUTI ,2009,125000,796,16.1
HYUNDAI,2017,550000,1197,18.9
MARUTI ,2007,150000,796,19.7
MAHINDRA ,2017,891000,2179,15.4
TOYOTA ,2015,1050000,2494,12.99
MARUTI ,2018,750000,998,21.1
HYUNDAI,2012,380000,1197,18.5
TOYOTA ,2013,800000,2494,12.99
MAHINDRA ,2010,200000,1390,15.7
MARUTI ,2016,700000,1248,28.09
TOYOTA ,2002,229999,2446,13.1
HONDA ,2010,300000,2354,12.8
HONDA ,2015,670000,1498,24.2
HONDA ,2007,210000,1497,17.7
MARUTI ,2017,370000,1197,20.89
MARUTI ,2019,600000,1197,21.4
MARUTI ,2020,810000,1248,24.3
TATA,2019,346000,1199,23.84
HONDA ,2005,55000,1343,13
TATA,2012,250000,2179,13.93
MARUTI ,2006,120000,1298,16.1
MARUTI ,2013,600000,1248,20.77
MARUTI ,2016,330000,1196,15.37
HYUNDAI,2014,400000,1197,18.6
TATA,2004,100000,1405,16.8
MARUTI ,2014,450000,1197,19.1
MARUTI ,2017,800000,1248,24.52
MARUTI ,2015,340000,793,27.62
MARUTI ,2010,225000,1248,21.1
MARUTI ,2002,55000,993,17.3
MARUTI ,2016,900000,1248,24.52
VOLVO ,2014,2500000,1984,9
MARUTI ,2018,465000,998,20.51
MARUTI ,2004,70000,993,17.3
TATA,2016,400000,1193,17.57
TATA,2012,185000,1405,16.1
MARUTI ,2006,140000,998,18.9
RENAULT ,2015,415000,1461,21.04
MAHINDRA ,2012,532000,2179,12.05
MARUTI ,2017,600000,1248,27.39
MARUTI ,2008,150000,1586,15
MARUTI ,2018,459999,1197,20.4
MARUTI ,2017,800000,1248,24.3
MAHINDRA ,2011,310000,2523,13.6
NISSAN ,2014,475000,1461,19.01
MARUTI ,2018,350000,998,23.95
MAHINDRA ,2019,1800000,2179,16
MARUTI ,2018,640000,1197,22
MARUTI ,2017,350000,998,20.51
TATA,2018,600000,1198,17
HYUNDAI,2015,575000,1582,23.9
MAHINDRA ,2019,974000,2498,16.55
MARUTI ,2018,445000,998,20.51
MARUTI ,2015,580000,1248,20.77
HYUNDAI,2020,1050000,1396,22.1
FORD,2015,600000,1498,22.77
FORD,2017,370000,1196,18.16
MARUTI ,2007,150000,1061,18.2
MARUTI ,2017,483000,998,23.1
HYUNDAI,2016,470000,1197,18.9
MARUTI ,2018,950000,1248,24.3
HYUNDAI,2013,450000,1591,17.01
TOYOTA ,2011,345000,1496,17.6
MARUTI ,2020,600000,1197,20.89
MARUTI ,2009,300000,998,19
MARUTI ,2007,160000,998,18.2
MARUTI ,2004,120000,796,16.1
HYUNDAI,2018,340000,998,20.3
HONDA ,2007,138000,1497,17.7
MARUTI ,2010,231000,1298,17.5
MAHINDRA ,2013,800000,2179,15.1
MAHINDRA ,2019,960000,1197,17
MARUTI ,2009,120000,1061,18.9
MARUTI ,2012,270000,998,18.9
MARUTI ,2011,200000,1197,21.1
MARUTI ,2012,328000,1197,18.6
HYUNDAI,2012,432000,1582,22.32
VOLKSWAGEN,2019,565000,999,18.78
MARUTI ,2017,390000,1196,15.37
FORD,2017,600000,1498,25.83
HYUNDAI,2011,250000,1396,23
CHEVROLET ,2011,165000,995,18
HONDA ,2011,421000,1497,17
HYUNDAI,2012,225000,1495,16.36
NISSAN ,2013,350000,1461,21.64
JEEP,2018,1757000,1956,17.1
MARUTI ,2015,600000,1248,27.39
TATA,2018,515000,1199,24
MARUTI ,1999,80000,796,16.1
MARUTI ,2017,800000,1248,23.65
MAHINDRA ,2004,120000,2179,10.5
JAGUAR ,2017,2711000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
